"rhoI","rI","hospital","community","cases.averted","baseline.cases","intervention.cases","prop.cases.averted","mult1.noint.cases","mult1.int.cases","treatment","rel.value"
2.26315789473684,1.10526315789474,0.0341786459163475,0.0145907626950231,7.20175194146577e-07,8003.85376839274,8003.85376767256,8.99785547045541e-11,8223.9132140646,7626.19013466195,"transmission reduction",7.26811024270591
2.36842105263158,1,0.0335604147014828,0.0148771011154443,10.7704097285095,8223.01762675363,8212.24721702512,0.0013097879899306,8223.9132140646,7626.19013466195,"transmission reduction",7.1371314527107
2.47368421052632,1,0.0341416260659966,0.0146775755075686,9.5258656074293e-08,8050.36571563158,8050.36571553632,1.18328358535721e-11,8223.9132140646,7626.19013466195,"transmission reduction",7.26811025052048
1,1,0.0100792573252567,0.00588483159226967,719.120303085755,8223.9132140646,7504.79291097884,0.0874425938561596,8223.9132140646,7504.79291097884,"decolonization",0
1,1.10526315789474,0.0105542068478866,0.00617922298508133,694.726022046171,8223.76917015783,7529.04314811165,0.0844778115328398,8223.9132140646,7504.79291097884,"decolonization",0.296478232331976
1,1.21052631578947,0.0108988928111094,0.00639561209196405,676.403916407866,8223.64890220455,7547.24498579669,0.0822510693794988,8223.9132140646,7504.79291097884,"decolonization",0.519152447666082
1,1.31578947368421,0.0111453036081883,0.00655310319303027,662.646008087565,8223.53605798252,7560.89004989496,0.0805792062459968,8223.9132140646,7504.79291097884,"decolonization",0.686338761016281
1,1.42105263157895,0.0113166404063646,0.00666561870969706,652.374207031799,8223.43245700377,7571.05824997197,0.07933113215713,8223.9132140646,7504.79291097884,"decolonization",0.811146169902954
1,1.52631578947368,0.0114300189062001,0.00674345015762197,644.800871932432,8223.34826292592,7578.54739099349,0.078410989212198,8223.9132140646,7504.79291097884,"decolonization",0.903160464396158
1,1.63157894736842,0.0114981806375746,0.0067942510490926,639.338393618952,8223.26409950244,7583.92570588349,0.0777475204350589,8223.9132140646,7504.79291097884,"decolonization",0.969507342110065
1,1.73684210526316,0.0115308735554549,0.00682389156665632,635.541301135653,8223.19429209593,7587.65299096028,0.0772864264859375,8223.9132140646,7504.79291097884,"decolonization",1.01561673702221
1,1.84210526315789,0.0115355570799803,0.00683684194056635,633.067078226618,8223.12329113309,7590.05621290647,0.0769862077720819,8223.9132140646,7504.79291097884,"decolonization",1.04563860840777
1,1.94736842105263,0.0115180737058626,0.00683660669611429,631.649212034917,8223.05671593387,7591.40750389895,0.0768144053793239,8223.9132140646,7504.79291097884,"decolonization",1.06281884768357
1,2.05263157894737,0.0114830777896777,0.00682597032198299,631.078562521274,8223.00556728936,7591.92700476809,0.0767454864717188,8223.9132140646,7504.79291097884,"decolonization",1.06971073844409
1,2.15789473684211,0.0114341644111319,0.0068070688383908,631.188090493319,8222.95412950528,7591.76603901196,0.076759286328561,8223.9132140646,7504.79291097884,"decolonization",1.06833075275986
1,2.26315789473684,0.0113742687537773,0.00678164623443741,631.84418796582,8222.89994402785,7591.05575606203,0.0768395812020938,8223.9132140646,7504.79291097884,"decolonization",1.06030126540658
1,2.36842105263158,0.0113057917352323,0.00675113176979144,632.939491041147,8222.85611909445,7589.9166280533,0.0769731929969425,8223.9132140646,7504.79291097884,"decolonization",1.04694008592171
1,2.47368421052632,0.0112306159191847,0.00671663260618191,634.386011788607,8222.80997843883,7588.42396665023,0.0771495405405258,8223.9132140646,7504.79291097884,"decolonization",1.02930533156338
1,2.57894736842105,0.0108594252005942,0.00643540434912643,635.41785715585,8131.78173721312,7496.36388005727,0.0781400531507155,8223.9132140646,7504.79291097884,"decolonization",0.930254070544412
1.10526315789474,1,0.0105368828712988,0.00602904332829653,704.247296235188,8223.8450063299,7519.59771009471,0.0856347968247368,8223.9132140646,7504.79291097884,"decolonization",0.180779703142275
1.10526315789474,1.10526315789474,0.0109241160758263,0.00626559936014494,683.943491231705,8223.69733971722,7539.75384848551,0.0831673957562284,8223.9132140646,7504.79291097884,"decolonization",0.427519809993115
1.10526315789474,1.21052631578947,0.011188632993697,0.00643026530223942,669.242109282343,8223.56728197883,7554.32517269649,0.081380997605373,8223.9132140646,7504.79291097884,"decolonization",0.606159625078662
1.10526315789474,1.31578947368421,0.0113614935744415,0.00654123676346899,658.722103451944,8223.4557652581,7564.73366180616,0.0801028329519165,8223.9132140646,7504.79291097884,"decolonization",0.733976090424315
1.10526315789474,1.42105263157895,0.0114649674676066,0.00661159182326597,651.370162632631,8223.3514116982,7571.98124906557,0.0792098172657463,8223.9132140646,7504.79291097884,"decolonization",0.823277659041333
1.10526315789474,1.52631578947368,0.0115154536231392,0.00665097040010828,646.448343328961,8223.25719490627,7576.80885157731,0.0786122004951262,8223.9132140646,7504.79291097884,"decolonization",0.883039336103342
1.10526315789474,1.63157894736842,0.0115251191011306,0.00666651598855023,643.408945683978,8223.17300498498,7579.764059301,0.0782433916073439,8223.9132140646,7504.79291097884,"decolonization",0.919920224881576
1.10526315789474,1.73684210526316,0.0115032558809643,0.00666368583965374,641.837906489179,8223.10441690654,7581.26651041736,0.0780529923917265,8223.9132140646,7504.79291097884,"decolonization",0.938960146443313
1.10526315789474,1.84210526315789,0.0114568602406168,0.00664656140088518,641.418675035774,8223.03542930782,7581.61675427205,0.0780026646546707,8223.9132140646,7504.79291097884,"decolonization",0.943992920148895
1.10526315789474,1.94736842105263,0.0113915001542122,0.00661840479456575,641.905555136392,8222.97932247655,7581.07376734016,0.078062406575901,8223.9132140646,7504.79291097884,"decolonization",0.938018728025858
1.10526315789474,2.05263157894737,0.0113114054477014,0.00658166034501886,643.106284837194,8222.91377637131,7579.80749153411,0.078209051234998,8223.9132140646,7504.79291097884,"decolonization",0.923354262116161
1.10526315789474,2.15789473684211,0.0112200618921644,0.00653837518243116,644.868548427607,8222.86502837136,7577.99647994376,0.0784238274862369,8223.9132140646,7504.79291097884,"decolonization",0.901876636992271
1.10526315789474,2.26315789473684,0.011120133226399,0.00649006857146906,647.071641139512,8222.81279435372,7575.7411532142,0.0786922501244138,8223.9132140646,7504.79291097884,"decolonization",0.875034373174588
1.10526315789474,2.36842105263158,0.0102246312003919,0.00581244455747764,647.542037760712,7991.52253687351,7343.9804991128,0.0810286193616927,8223.9132140646,7504.79291097884,"decolonization",0.64139744944669
1.21052631578947,1,0.0108790129144501,0.00611841025930748,693.604312003935,8223.77410352234,7530.1697915184,0.0843413624052315,8223.9132140646,7504.79291097884,"decolonization",0.310123145092811
1.21052631578947,1.10526315789474,0.0111813990157532,0.00630167407957788,677.054370249202,8223.62401414158,7546.56964389238,0.0823304140710859,8223.9132140646,7504.79291097884,"decolonization",0.511217978507372
1.21052631578947,1.21052631578947,0.011368395174432,0.00641863089452907,665.681580772782,8223.49716164824,7557.81558087546,0.0809487214122609,8223.9132140646,7504.79291097884,"decolonization",0.649387244389865
1.21052631578947,1.31578947368421,0.0114700191035901,0.00648656120880377,658.141000734163,8223.38227077914,7565.24127004498,0.0800328841665056,8223.9132140646,7504.79291097884,"decolonization",0.740970968965404
1.21052631578947,1.42105263157895,0.0115077790187057,0.00651785137793726,653.479340192659,8223.27829266826,7569.7989524756,0.0794670102281824,8223.9132140646,7504.79291097884,"decolonization",0.797558362797712
1.21052631578947,1.52631578947368,0.0114973458141825,0.00652152939892355,651.004300662366,8223.19285789957,7572.1885572372,0.0791668530596339,8223.9132140646,7504.79291097884,"decolonization",0.827574079652571
1.21052631578947,1.63157894736842,0.0114503086758066,0.00650424928867343,650.203101380133,8223.10352990662,7572.90042852649,0.0790702803406777,8223.9132140646,7504.79291097884,"decolonization",0.837231351548184
1.21052631578947,1.73684210526316,0.0113754643361634,0.00647106569549388,650.690502403094,8223.02036907324,7572.32986667014,0.0791303527412311,8223.9132140646,7504.79291097884,"decolonization",0.831224111492845
1.21052631578947,1.84210526315789,0.0112795305087948,0.00642582777366371,652.173325515159,8222.95563934409,7570.78231382894,0.0793113029084978,8223.9132140646,7504.79291097884,"decolonization",0.813129094766185
1.21052631578947,1.94736842105263,0.0111676669905132,0.00637147353581259,654.424655393986,8222.89584685801,7568.47119146403,0.0795856675776871,8223.9132140646,7504.79291097884,"decolonization",0.785692627847256
1.21052631578947,2.05263157894737,0.0110438914210105,0.00631028571359822,657.268418303338,8222.84525425989,7565.57683595655,0.0799319940944816,8223.9132140646,7504.79291097884,"decolonization",0.751059976167801
1.21052631578947,2.15789473684211,0.00998055695188903,0.00553119815316577,658.094986908017,7961.39273425108,7303.29774734306,0.0826607867335568,8223.9132140646,7504.79291097884,"decolonization",0.478180712260279
1.31578947368421,1,0.0111240305077452,0.00616356998410638,686.38638736943,8223.70595197989,7537.31956461047,0.0834643640443126,8223.9132140646,7504.79291097884,"decolonization",0.397822981184703
1.31578947368421,1.10526315789474,0.0113441867247937,0.00629721649672299,673.30945483132,8223.54885241313,7550.23939758181,0.0818757773456582,8223.9132140646,7504.79291097884,"decolonization",0.55668165105015
1.31578947368421,1.21052631578947,0.0114560173482482,0.00636968148520326,665.018965452046,8223.41678642774,7558.39782097569,0.0808689359573287,8223.9132140646,7504.79291097884,"decolonization",0.657365789883091
1.31578947368421,1.31578947368421,0.0114885782735858,0.00639741125381335,660.242295776029,8223.30192010773,7563.0596243317,0.0802891955312495,8223.9132140646,7504.79291097884,"decolonization",0.715339832491013
1.31578947368421,1.42105263157895,0.0114625769025829,0.00639213179196851,658.078892255156,8223.20246680546,7565.12357455031,0.0800270812875662,8223.9132140646,7504.79291097884,"decolonization",0.741551256859341
1.31578947368421,1.52631578947368,0.0113929410060262,0.00636226691588867,657.878428434105,8223.10444118856,7565.22601275446,0.0800036571515338,8223.9132140646,7504.79291097884,"decolonization",0.743893670462581
1.31578947368421,1.63157894736842,0.0112908535227297,0.00631414723278652,659.160394733394,8223.02668354934,7563.86628881595,0.0801603132399028,8223.9132140646,7504.79291097884,"decolonization",0.72822806162568
