"beta.int","R0","hospital","community","cases.averted","baseline.cases","prop.cases.averted","assumption"
1,1.00710818593721,0.00291469464698671,0.00243134603301794,949.531772736167,8223.65191594701,0.115463516992356,"inf_los"
0,1.04599792866174,0.034000004941697,0.0150000086478076,0,8223.72559401482,0,"inf_adm"
0.0416666666666667,1.04302975205208,0.0310294858432949,0.0140945046792867,76.915671982325,8223.72559401482,0.00935289864709297,"inf_adm"
0.0833333333333333,1.04021853612735,0.0282959386637198,0.0132268733263503,148.865989726693,8223.72559401482,0.0181020132572318,"inf_adm"
0.125,1.03755402042636,0.0257811277477777,0.0123959706915462,216.282303474458,8223.72559401482,0.026299795755815,"inf_adm"
0.166666666666667,1.03502663471903,0.0234676952618903,0.0116005135875967,279.551599885507,8223.72559401482,0.0339933034838812,"inf_adm"
0.208333333333333,1.03262746540325,0.0213393135766257,0.010839142892911,339.021428141468,8223.72559401482,0.0412247982092455,"inf_adm"
0.25,1.03034821981599,0.019380715148044,0.0101104453736114,395.004295500417,8223.72559401482,0.0480322806232615,"inf_adm"
0.291666666666667,1.02818118959782,0.0175777049343915,0.00941297857176458,447.781588834081,8223.72559401482,0.054449967197346,"inf_adm"
0.333333333333333,1.02611921398884,0.0159171582546794,0.00874529796289621,497.607033261041,8223.72559401482,0.0605087107506598,"inf_adm"
0.375,1.02415564371556,0.0143870091150863,0.00810598627012769,544.709764931567,8223.72559401482,0.0662363740988639,"inf_adm"
0.416666666666667,1.02228430595014,0.0129761749739721,0.00749365160913041,589.297041532197,8223.72559401482,0.0716581596498167,"inf_adm"
0.458333333333333,1.02049947067859,0.0116745091374666,0.00690694188285778,631.556626634497,8223.72559401482,0.076796899338925,"inf_adm"
0.5,1.01879581870047,0.0104727479482586,0.00634455682170206,671.658901218502,8223.72559401482,0.0816733113891023,"inf_adm"
0.541666666666667,1.01716841139295,0.00936244175608446,0.00580524926131853,709.758732005608,8223.72559401482,0.0863062274989047,"inf_adm"
0.583333333333333,1.01561266230361,0.0083358738079345,0.00528781683323914,745.997097710899,8223.72559401482,0.0907127905938194,"inf_adm"
0.625,1.01412431058428,0.00738605392940061,0.00479113784253743,780.502551740758,8223.72559401482,0.0949086326893986,"inf_adm"
0.666666666666667,1.01269939624016,0.00650658523104561,0.00431412462165692,813.392501545313,8223.72559401482,0.0989080304597342,"inf_adm"
0.708333333333333,1.01133423714132,0.00569166869552506,0.00385576103819462,844.774334914495,8223.72559401482,0.10272404219437,"inf_adm"
0.75,1.01002540772431,0.00493600629075758,0.00341507152518624,874.746442418161,8223.72559401482,0.106368632126393,"inf_adm"
0.791666666666667,1.00876971929986,0.004234814701777,0.00299116148144053,903.399092022693,8223.72559401482,0.109852776785279,"inf_adm"
0.833333333333333,1.0075642018753,0.00358369381513205,0.00258315489782162,930.81523069859,8223.72559401482,0.113186562471884,"inf_adm"
0.875,1.00640608739666,0.00297865779002168,0.0021902412211027,957.071186836531,8223.72559401482,0.116379270671809,"inf_adm"
0.916666666666667,1.00529279431547,0.00241609435371807,0.00181167173994212,982.237297374088,8223.72559401482,0.119439454313621,"inf_adm"
0.958333333333333,1.00422191338608,0.0018926730764709,0.00144671416199452,1006.37846840696,8223.72559401482,0.122375005938841,"inf_adm"
1,1.00319119460293,0.00140536565155122,0.00109468647888907,1029.55467521296,8223.72559401482,0.12519321850455,"inf_adm"
0,1.04587478560551,0.0339999932216833,0.0149999985162278,0,8223.41544418444,0,"inf_both"
0.0416666666666667,1.04430769256415,0.0323281141535408,0.014523825201801,40.4277355500208,8223.41544418444,0.00491617331319568,"inf_both"
0.0833333333333333,1.04279544328305,0.0307417477497375,0.014061247013212,79.242077096671,8223.41544418444,0.00963615150353502,"inf_both"
0.125,1.04133552029771,0.0292362841906763,0.0136118741585985,116.531665696545,8223.41544418444,0.0141707136757825,"inf_both"
0.166666666666667,1.03992553714783,0.0278073785729141,0.0131753409708436,152.379238314788,8223.41544418444,0.0185299209737178,"inf_both"
0.208333333333333,1.03856323170283,0.02645085701964,0.0127512637782092,186.862066426469,8223.41544418444,0.0227231699158063,"inf_both"
0.25,1.03724645970826,0.0251627587598838,0.0123392637307206,220.052359017534,8223.41544418444,0.0267592414017164,"inf_both"
0.291666666666667,1.03597318857079,0.0239393270669961,0.0119389662271724,252.017636516237,8223.41544418444,0.0306463461838673,"inf_both"
0.333333333333333,1.03474149139362,0.0227769917855721,0.0115499959548614,282.821077091109,8223.41544418444,0.0343921669786389,"inf_both"
0.375,1.03354954126915,0.0216723762324645,0.0111719846566769,312.521832750216,8223.41544418444,0.0380038969052974,"inf_both"
0.416666666666667,1.03239560583175,0.0206222999450145,0.0108045770740163,341.175324358969,8223.41544418444,0.0414882753613338,"inf_both"
0.458333333333333,1.03127804207025,0.019623729190586,0.0104474096246134,368.83351332869,8223.41544418444,0.0448516210608729,"inf_both"
0.5,1.03019529139724,0.0186738340739617,0.0101001451960164,395.545147259929,8223.41544418444,0.0480998619058771,"inf_both"
0.541666666666667,1.02914587497024,0.017769932762127,0.00976244831207299,421.355992885639,8223.41544418444,0.0512385633129627,"inf_both"
0.583333333333333,1.02812838925807,0.0169094844279941,0.00943398545592013,446.309046923529,8223.41544418444,0.0542729538538828,"inf_both"
0.625,1.0271415018449,0.0160901211269531,0.00911444742611031,470.444731802904,8223.41544418444,0.0572079490566904,"inf_both"
0.666666666666667,1.02618394746334,0.015309586018379,0.00880351921640847,493.801075225277,8223.41544418444,0.0600481732410212,"inf_both"
0.708333333333333,1.02525452424743,0.0145657770469074,0.00850090906251043,516.413876125639,8223.41544418444,0.0627979796996447,"inf_both"
0.75,1.02435209019612,0.013856698206759,0.0082063247698049,538.316860042762,8223.41544418444,0.0654614695921093,"inf_both"
0.791666666666667,1.02347555983762,0.0131804818782647,0.0079194904906759,559.541818081008,8223.41544418444,0.0680425088430518,"inf_both"
0.833333333333333,1.02262390108474,0.0125353769580038,0.0076401442483258,580.118739064202,8223.41544418444,0.0705447442126323,"inf_both"
0.875,1.02179613227183,0.0119197161471258,0.00736802144074876,600.075929453898,8223.41544418444,0.0729716178790734,"inf_both"
0.916666666666667,1.0209913193637,0.011331940333951,0.00710287328364234,619.440127504024,8223.41544418444,0.0753263813203173,"inf_both"
0.958333333333333,1.02020857332731,0.0107705911211018,0.0068444659399183,638.236602868355,8223.41544418444,0.0776121074266913,"inf_both"
1,1.01944704765734,0.0102342722314436,0.00659255928999772,656.489254741957,8223.41544418444,0.0798317024352969,"inf_both"
0,1.04601928045626,0.0340000087161723,0.0149999947891122,0,8223.948038729,0,"baseline_wt"
0.0416666666666667,1.04211131722871,0.0298485840409502,0.0138197037768725,107.26365407575,8223.948038729,0.0130428419015556,"baseline_wt"
0.0833333333333333,1.03855457445496,0.0262077071331136,0.0127207254277764,204.035348000636,8223.948038729,0.0248099023777598,"baseline_wt"
0.125,1.03530829955835,0.0230193353116357,0.0116993890867486,291.661066316142,8223.948038729,0.03546484789819,"baseline_wt"
0.166666666666667,1.03233682778957,0.0202282443625214,0.0107511015251011,371.292818416486,8223.948038729,0.0451477583112099,"baseline_wt"
0.208333333333333,1.02960902379015,0.0177836484108746,0.00987080241538572,443.916201417002,8223.948038729,0.0539784783812434,"baseline_wt"
0.25,1.02709773801248,0.0156398953844906,0.00905326009773662,510.375120855347,8223.948038729,0.0620596237296052,"baseline_wt"
0.291666666666667,1.02477930043194,0.013756677968423,0.00829332004463161,571.393367652363,8223.948038729,0.0694792045087715,"baseline_wt"
0.333333333333333,1.0226330623281,0.0120988278477283,0.00758604685371352,627.593128170455,8223.948038729,0.0763128761532701,"baseline_wt"
0.375,1.02064098952318,0.0106359069928709,0.00692680559671843,679.51068930413,8223.948038729,0.0826258490574252,"baseline_wt"
0.416666666666667,1.01878730606395,0.00934173083209425,0.00631131616154324,727.609670747592,8223.948038729,0.0884744975674776,"baseline_wt"
0.458333333333333,1.01705818492446,0.00819383572383966,0.00573565672409052,772.292130042737,8223.948038729,0.0939077103121013,"baseline_wt"
0.5,1.01544148117488,0.00717298887991397,0.00519626316642459,813.90786674855,8223.948038729,0.0989680215531053,"baseline_wt"
0.541666666666667,1.01392650270796,0.00626273844000774,0.00468991702262361,852.762210256551,8223.948038729,0.103692558153413,"baseline_wt"
0.583333333333333,1.01250381371432,0.00544900108108002,0.00421371795728266,889.12254461003,8223.948038729,0.108113832969626,"baseline_wt"
0.625,1.01116506643614,0.00471970838230943,0.00376505816776387,923.223781260936,8223.948038729,0.112260410317916,"baseline_wt"
0.666666666666667,1.00990285717848,0.00406448961784383,0.00334158527706657,955.272958696781,8223.948038729,0.116157465270709,"baseline_wt"
0.708333333333333,1.00871060303751,0.00347442725105925,0.00294118729665744,985.4531163168,8223.948038729,0.119827254704919,"baseline_wt"
0.75,1.00758243627317,0.00294185844801776,0.00256198753120763,1013.9265660946,8223.948038729,0.12328951512336,"baseline_wt"
0.791666666666667,1.00651311368641,0.0024601205773422,0.00220226285162202,1040.83766235108,8223.948038729,0.126561799448327,"baseline_wt"
0.833333333333333,1.00549793874785,0.00202346595493972,0.00186048328684737,1066.31515390759,8223.948038729,0.12965976303425,"baseline_wt"
0.875,1.00453269456443,0.00162689498303283,0.00153526355729784,1090.47418733324,8223.948038729,0.132597407254748,"baseline_wt"
0.916666666666667,1.00361358606294,0.00126607904225657,0.00122537813885344,1113.4180176952,8223.948038729,0.135387287523193,"baseline_wt"
0.958333333333333,1.00273719001996,0.000937193623974936,0.000929676220280155,1135.23947432758,8223.948038729,0.138040691524485,"baseline_wt"
1,1.00190041178072,0.000636917827392682,0.000647142858949075,1156.02222051194,8223.948038729,0.140567792387293,"baseline_wt"
