"beta.int","decol.rate","hospital","community","cases.averted","assumption"
0.375,0.0438356164383562,2.18535205700901e-09,1.78905452669227e-09,2476.06800872395,"Homogeneous"
0.375,0.052054794520548,1.93602936377978e-09,1.65239934078239e-09,2565.5278499669,"Homogeneous"
0.375,0.0602739726027397,1.35079991875963e-09,1.1999388122974e-09,2646.40032170064,"Homogeneous"
0.375,0.0684931506849315,1.7894379898848e-09,1.6514344598885e-09,2719.84774767957,"Homogeneous"
0.375,0.0767123287671233,5.89187248687772e-11,4.29443304484054e-11,2786.83434657217,"Homogeneous"
0.375,0.0849315068493151,1.24204071294286e-09,1.19108444847827e-09,2848.16623790023,"Homogeneous"
0.375,0.0931506849315069,1.31929117494433e-09,1.35855306273461e-09,2904.52223640113,"Homogeneous"
0.375,0.101369863013699,1.29588666567633e-09,1.37624498335397e-09,2956.4777835427,"Homogeneous"
0.375,0.10958904109589,9.96748769238018e-10,1.0930969103227e-09,3004.52372444548,"Homogeneous"
0.375,0.117808219178082,1.05845472880258e-09,1.19631892859465e-09,3049.08117069707,"Homogeneous"
0.375,0.126027397260274,8.33977550386338e-10,9.72342793452443e-10,3090.51348086597,"Homogeneous"
0.375,0.134246575342466,9.60594168621971e-10,1.15322876169875e-09,3129.13531495126,"Homogeneous"
0.375,0.142465753424658,1.05973538465684e-09,1.30878670133109e-09,3165.22107610926,"Homogeneous"
0.375,0.150684931506849,7.20091701563027e-10,9.141778550316e-10,3199.01073515304,"Homogeneous"
0.375,0.158904109589041,8.14034149729977e-10,1.06138609004036e-09,3230.71497524438,"Homogeneous"
0.375,0.167123287671233,2.59732068083799e-10,3.47644514981677e-10,3260.52002018688,"Homogeneous"
0.375,0.175342465753425,9.2870026081936e-10,1.27506871133185e-09,3288.59034484695,"Homogeneous"
0.375,0.183561643835616,2.16710800291746e-10,3.04987058152811e-10,3315.07218282462,"Homogeneous"
0.375,0.191780821917808,8.09878580047136e-10,1.16757764077143e-09,3340.09587163977,"Homogeneous"
0.375,0.2,2.72216586234266e-10,4.09781321024868e-10,3363.77794514546,"Homogeneous"
0.416666666666667,0.00273972602739726,4.73806232581526e-10,3.13319859776361e-10,1945.8480857719,"Homogeneous"
0.416666666666667,0.010958904109589,3.45159703050157e-09,2.42474907839814e-09,2094.05381848549,"Homogeneous"
0.416666666666667,0.0191780821917808,3.2032215356961e-09,2.36214311265482e-09,2224.56696825169,"Homogeneous"
0.416666666666667,0.0273972602739726,1.98615833091735e-09,1.54566433174766e-09,2340.3148252314,"Homogeneous"
0.416666666666667,0.0356164383561644,1.52562730514174e-09,1.23185250596944e-09,2443.62368754595,"Homogeneous"
0.416666666666667,0.0438356164383562,1.85949882236437e-09,1.56584001730353e-09,2536.36320434917,"Homogeneous"
0.416666666666667,0.052054794520548,1.39598514491676e-09,1.22418760058706e-09,2620.05161054416,"Homogeneous"
0.416666666666667,0.0602739726027397,1.58196213727245e-09,1.44231573501793e-09,2695.93351990516,"Homogeneous"
